,chroma_stft_mean,chroma_stft_var,chroma_cens_mean,chroma_cens_var,chroma_cqt_mean,chroma_cqt_var,melspectrogram_mean,melspectrogram_var,mfcc_mean,mfcc_var,rms_mean,rms_var,spec_bandwith_mean,spec_bandwith_var,spec_centroid_mean,spec_centroid_var,spec_contrast_mean,spec_contrast_var,spec_flatness_mean,spec_flatness_var,spec_rolloff_mean,spec_rolloff_var,tonnetz_mean,tonnetz_var,crossing_rate_mean,crossing_rate_var,labels
0,0.3500881493091583,0.08875656872987747,0.2720362252714695,0.009329625473383653,0.5351306796073914,0.05373666435480118,4.426115036010742,739.9456176757812,3.1233768463134766,2684.298583984375,0.1302279233932495,0.0028266964945942163,2002.4490601176958,85882.76131549837,1784.1658495387549,129774.06452515078,20.526698693370026,76.74183396919804,0.004498349502682686,3.038814611500129e-05,3805.8396058403423,901505.4255328419,0.007161851576990894,0.00441683886071632,0.08304482066898686,0.0007669456545940504,blues
1,0.3409135639667511,0.09498025476932526,0.26097993928604574,0.01522280462358522,0.4767484962940216,0.057883281260728836,2.6540048122406006,300.0846252441406,-0.004604212939739227,5513.529296875,0.09594780951738358,0.00237273913808167,2039.0365160924302,213843.75549673432,1530.1766787460795,375850.07364868623,20.676128259217815,67.8515200517476,0.0022976724430918694,2.3538446839665994e-05,3550.5220984084976,2977893.3881386598,0.029153066695512538,0.004761770525408923,0.05603980870552978,0.001447521491359064,blues
2,0.36363717913627625,0.08527519553899765,0.2626301164274608,0.014358755278631714,0.443310409784317,0.05893270671367645,7.257299900054932,871.6599731445312,3.3657188415527344,2807.87841796875,0.17557041347026825,0.0027459163684397936,1747.7023116676025,76254.19225682171,1552.8118647610036,156467.64336831577,22.197516533033788,76.13071739532785,0.0026309359818696976,1.1190395525773056e-05,3042.2602323810906,784034.4607039173,0.024264197766571627,0.01051081339264129,0.07629120746326373,0.0010068290788351824,blues
3,0.4047847092151642,0.09399903565645218,0.22638321902815692,0.03208397147578287,0.3173600137233734,0.07127223908901215,6.209628582000732,4711.02001953125,0.8696373105049133,5454.958984375,0.14109300076961517,0.006346346344798803,1596.412872177028,166441.49476892216,1070.1066149971293,184355.94241695467,21.426268151556844,63.38462578454082,0.0009540272294543684,2.660915697560995e-06,2184.7457991951856,1493194.3602957157,0.026562586514730542,0.01785421449479766,0.03330886262567672,0.00042275898709484,blues
4,0.30852603912353516,0.0878409817814827,0.2595497992163278,0.01596723506009725,0.4969175159931183,0.06616733968257904,2.106470823287964,165.5279541015625,-9.650758743286133,4001.78662109375,0.09152871370315552,0.002303397748619318,1748.1721158264975,88445.20903590076,1835.004265512071,343399.9392740414,21.466338127703896,62.98618598696733,0.0032377862371504307,1.8977709260070696e-05,3579.757626703886,1572977.8318808712,-0.020918234543727675,0.010124338590183754,0.10146053871809745,0.0019541247020998685,blues
5,0.3024562895298004,0.08753238618373871,0.2430674503555331,0.024251547910993775,0.3971562385559082,0.07265254855155945,2.9158318042755127,809.518310546875,-8.214176177978516,4651.474609375,0.10349363833665848,0.0039805080741643906,1729.6532869429993,201910.50863315476,1831.993939606849,1030482.3696398635,22.54583103280072,66.86015589816144,0.003060848219320178,4.2015675717266276e-05,3481.5175917198376,3274439.958151877,0.00501861763656134,0.01890334227585979,0.09404153373936582,0.006233195614802252,blues
6,0.29132798314094543,0.09398133307695389,0.2335939707264482,0.028767190173584603,0.377122700214386,0.0848502516746521,5.888594627380371,2466.00390625,-7.905143737792969,5458.087890625,0.14187414944171906,0.008803188800811768,1389.0091311849505,185023.23954542502,1459.366471695765,437859.3980511426,23.429540221028684,49.51468054631125,0.0009689303115010262,8.22838228486944e-06,2795.610963330191,1621442.0252432257,-0.002720830385680585,0.02342508283029783,0.07305223740815932,0.0019091706678011008,blues
7,0.3079547882080078,0.09290287643671036,0.2404392518905317,0.02552229948365478,0.40630361437797546,0.07685744762420654,4.829306602478027,1414.673583984375,-4.547849655151367,4963.0615234375,0.13182218372821808,0.005531143397092819,1577.2709414206151,168211.93880423513,1451.6670658428172,449568.16245441465,22.442509342348426,52.42344899011513,0.001436207676306367,1.033114403981017e-05,2954.836759987674,1629129.9716715873,-0.011037557074214445,0.011797649155897746,0.061442246108855375,0.0018488162723341102,blues
8,0.40887925028800964,0.0865124762058258,0.2683363276819137,0.011328948579517963,0.47933244705200195,0.053506240248680115,4.946775436401367,857.782958984375,3.4821395874023438,2953.887939453125,0.14241649210453033,0.0015071560628712177,2031.740381002539,105542.71819310606,1719.3689480431462,163282.8454389628,22.380886050057644,89.2109900889262,0.0025944572407752275,9.27043492993107e-06,3782.316288428074,1262916.988721475,0.0238663451578753,0.005593941435585375,0.06402488761600927,0.0007314817438538322,blues
9,0.27395039796829224,0.09231596440076828,0.24015483093162748,0.02565899051353475,0.3905753791332245,0.07627387344837189,2.3874526023864746,603.8048706054688,-6.927397727966309,5401.01025390625,0.08131366223096848,0.004346864763647318,1973.7733063015248,114070.11259083771,1817.15086312572,298236.14122231567,21.16195009433464,63.30331397640817,0.00270827510394156,1.0316789484932087e-05,3943.490565182715,1367638.2345263455,0.01868992891629207,0.016162771669962106,0.07917482356921887,0.0013776590528174816,blues
